sequence,cq_level,base_qindex,block_dim,partition,partition_name,count,is_decision_node
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,6,VERT_A,31,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,7,VERT_B,55,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,8,HORZ_4,134,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,9,VERT_4,15,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,8,0,NONE,116303,0
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,0,NONE,90817,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,1,HORZ,4976,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,2,VERT,1785,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,3,SPLIT,374,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,4,HORZ_A,90,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,5,HORZ_B,83,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,6,VERT_A,69,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,7,VERT_B,46,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,0,NONE,23923,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,1,HORZ,2221,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,2,VERT,1171,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,3,SPLIT,4596,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,4,HORZ_A,332,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,5,HORZ_B,242,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,6,VERT_A,189,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,7,VERT_B,174,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,8,HORZ_4,392,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,9,VERT_4,133,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,0,NONE,4866,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,1,HORZ,460,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,2,VERT,200,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,3,SPLIT,2824,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,4,HORZ_A,124,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,5,HORZ_B,132,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,6,VERT_A,53,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,7,VERT_B,71,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,8,HORZ_4,183,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,9,VERT_4,27,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,8,0,NONE,36045,0
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,0,NONE,53769,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,1,HORZ,1541,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,2,VERT,649,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,3,SPLIT,11,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,4,HORZ_A,23,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,5,HORZ_B,14,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,6,VERT_A,9,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,7,VERT_B,6,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,0,NONE,23200,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,1,HORZ,1912,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,2,VERT,929,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,3,SPLIT,1648,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,4,HORZ_A,115,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,5,HORZ_B,163,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,6,VERT_A,114,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,7,VERT_B,95,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,8,HORZ_4,230,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,9,VERT_4,116,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,0,NONE,4824,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,1,HORZ,501,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,2,VERT,265,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,3,SPLIT,2594,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,4,HORZ_A,62,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,5,HORZ_B,110,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,6,VERT_A,42,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,7,VERT_B,83,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,8,HORZ_4,161,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,9,VERT_4,56,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,8,0,NONE,576046,0
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,0,NONE,31919,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,1,HORZ,11678,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,2,VERT,16151,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,3,SPLIT,26879,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,4,HORZ_A,16995,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,5,HORZ_B,19168,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,6,VERT_A,18345,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,7,VERT_B,20039,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,0,NONE,709,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,1,HORZ,22,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,2,VERT,44,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,3,SPLIT,39240,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,4,HORZ_A,67,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,5,HORZ_B,92,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,6,VERT_A,189,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,7,VERT_B,293,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,8,HORZ_4,18,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,9,VERT_4,124,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,0,NONE,2,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,3,SPLIT,10198,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,8,0,NONE,406339,0
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,0,NONE,115960,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,1,HORZ,2631,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,2,VERT,6885,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,3,SPLIT,5815,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,4,HORZ_A,399,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,5,HORZ_B,414,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,6,VERT_A,328,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,7,VERT_B,404,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,0,NONE,20544,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,1,HORZ,563,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,2,VERT,1101,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,3,SPLIT,8299,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,4,HORZ_A,743,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,5,HORZ_B,1240,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,6,VERT_A,1355,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,7,VERT_B,1534,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,8,HORZ_4,188,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,9,VERT_4,2241,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,0,NONE,2270,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,1,HORZ,20,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,2,VERT,107,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,3,SPLIT,6930,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,4,HORZ_A,18,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,5,HORZ_B,34,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,6,VERT_A,77,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,7,VERT_B,116,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,8,HORZ_4,1,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,9,VERT_4,17,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,8,0,NONE,196673,0
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,0,NONE,88147,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,1,HORZ,3145,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,2,VERT,1435,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,3,SPLIT,11320,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,4,HORZ_A,73,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,5,HORZ_B,180,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,6,VERT_A,54,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,7,VERT_B,156,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,0,NONE,24903,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,1,HORZ,223,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,2,VERT,168,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,3,SPLIT,7726,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,4,HORZ_A,66,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,5,HORZ_B,31,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,6,VERT_A,49,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,7,VERT_B,34,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,8,HORZ_4,33,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,9,VERT_4,55,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,0,NONE,5017,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,1,HORZ,21,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,2,VERT,16,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,3,SPLIT,2795,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,4,HORZ_A,8,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,5,HORZ_B,9,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,6,VERT_A,5,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,7,VERT_B,9,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,8,HORZ_4,2,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,9,VERT_4,3,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,8,0,NONE,37090,0
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,0,NONE,54603,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,1,HORZ,5284,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,2,VERT,2347,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,3,SPLIT,11,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,4,HORZ_A,4,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,5,HORZ_B,7,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,6,VERT_A,2,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,7,VERT_B,3,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,0,NONE,21678,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,1,HORZ,176,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,2,VERT,146,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,3,SPLIT,4849,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,4,HORZ_A,22,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,5,HORZ_B,58,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,6,VERT_A,18,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,7,VERT_B,29,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,8,HORZ_4,92,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,9,VERT_4,99,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,0,NONE,4995,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,1,HORZ,17,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,2,VERT,27,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,3,SPLIT,2683,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,4,HORZ_A,11,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,5,HORZ_B,17,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,6,VERT_A,8,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,7,VERT_B,13,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,8,HORZ_4,4,1
Lips_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,9,VERT_4,4,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,8,0,NONE,508111,0
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,0,NONE,84108,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,1,HORZ,22471,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,2,VERT,15833,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,3,SPLIT,9069,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,4,HORZ_A,7817,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,5,HORZ_B,7467,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,6,VERT_A,6600,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,7,VERT_B,6082,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,0,NONE,1465,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,1,HORZ,428,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,2,VERT,221,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,3,SPLIT,34950,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,4,HORZ_A,372,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,5,HORZ_B,639,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,6,VERT_A,330,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,7,VERT_B,553,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,8,HORZ_4,1094,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,9,VERT_4,381,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,0,NONE,315,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,1,HORZ,9,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,2,VERT,6,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,3,SPLIT,9826,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,6,VERT_A,3,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,8,HORZ_4,1,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,9,VERT_4,3,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,8,0,NONE,357288,0
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,0,NONE,94792,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,1,HORZ,7917,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,2,VERT,5033,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,3,SPLIT,17491,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,4,HORZ_A,1439,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,5,HORZ_B,1096,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,6,VERT_A,1291,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,7,VERT_B,842,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,0,NONE,19763,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,1,HORZ,1812,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,2,VERT,869,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,3,SPLIT,10061,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,4,HORZ_A,875,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,5,HORZ_B,633,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,6,VERT_A,626,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,7,VERT_B,485,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,8,HORZ_4,846,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,9,VERT_4,292,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,0,NONE,3219,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,1,HORZ,174,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,2,VERT,35,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,3,SPLIT,5364,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,4,HORZ_A,73,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,5,HORZ_B,76,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,6,VERT_A,22,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,7,VERT_B,33,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,8,HORZ_4,81,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,9,VERT_4,10,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,8,0,NONE,212280,0
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,0,NONE,88037,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,1,HORZ,8125,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,2,VERT,4643,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,3,SPLIT,7878,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,4,HORZ_A,544,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,5,HORZ_B,398,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,6,VERT_A,462,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,7,VERT_B,361,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,0,NONE,19953,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,1,HORZ,2428,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,2,VERT,1779,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,3,SPLIT,7756,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,4,HORZ_A,647,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,5,HORZ_B,444,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,6,VERT_A,498,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,7,VERT_B,376,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,8,HORZ_4,822,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,9,VERT_4,460,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,0,NONE,3525,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,1,HORZ,265,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,2,VERT,129,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,3,SPLIT,4648,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,4,HORZ_A,99,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,5,HORZ_B,70,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,6,VERT_A,29,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,7,VERT_B,56,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,8,HORZ_4,135,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,9,VERT_4,22,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,8,0,NONE,92364,0
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,0,NONE,68268,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,1,HORZ,5525,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,2,VERT,2821,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,3,SPLIT,103,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,4,HORZ_A,191,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,5,HORZ_B,126,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,6,VERT_A,187,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,7,VERT_B,107,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,0,NONE,18746,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,1,HORZ,2339,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,2,VERT,1907,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,3,SPLIT,4543,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,4,HORZ_A,385,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,5,HORZ_B,372,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,6,VERT_A,294,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,7,VERT_B,251,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,8,HORZ_4,847,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,9,VERT_4,517,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,0,NONE,3660,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,1,HORZ,317,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,2,VERT,209,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,3,SPLIT,4131,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,4,HORZ_A,51,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,5,HORZ_B,73,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,6,VERT_A,40,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,7,VERT_B,70,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,8,HORZ_4,160,1
RaceNight_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,9,VERT_4,55,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,8,0,NONE,434096,0
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,0,NONE,78768,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,1,HORZ,20375,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,2,VERT,18501,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,3,SPLIT,6033,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,4,HORZ_A,4901,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,5,HORZ_B,4245,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,6,VERT_A,5070,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,7,VERT_B,4124,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,0,NONE,10119,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,1,HORZ,1944,1
ReadySetGo_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,2,VERT,1393,1
